judul,review,rating
Lava Tour,Tour Off Road seputaran lokasi bencana letusan merapi.Terdapat beberapa titik yg cukup menarik- Bunker Kaliadem   Menunjukan dedikasi dan pengorbanan    para relawan SAR- Museum   Menceritakan kondisi saat kejadiandan beberapa obyek / spot yg bagus utk berfotoIni akan mengingatkan betapa kecilnya manusia dibandingkan kekuatan alam,5
wisata seru untuk keluarga,"Pertama kali mengunjungi obyek wisata merapi, hanya sampai di tempat parker jeep, gak berani untuk ikut ke atas. Kedua kalinya ke sana bersama suami dan keluarganya tetangga, saya jadi penasaran dan ikut naik jeep sampai ke atas. Ternyata banyak yang bias dilihat dari sisa2 kejadian meletusnya gunung merapi. Kita bias mengambil banyak pelajaran dari sana",4
Gunung yang Super WOW,"Saya mendaki Gunung yang super WOW ini disaat musim pancaroba yang tidak bisa ditebak kapan panas dan hujannya. Sepanjang trek pendakian pemandangan indah terhampar didepan mata, dikarenakan gunung ini tidak memiliki sumber mata air maka persiapkan air yang lebih. Trek sampai ke pasar bubrah atau titik terakhir di gunung ini bisa memakan waktu 8 jam berjalan santai, Perlu ekstra hati hati dikarenakan trek ini memiliki jalur dengan kanan kiri jurang dan tanah yang licin, puncak sangat melelahkan karena jalur pasir yang lumayan menghisap. Tapi semua kelelahan sangat terbayar bila sampai dipuncak. Sooo selamat mencoba..",5
Tempat wajib!,"Dari dulu selalu kesini setiap kali pulang ke Jogja. karna pemandangan dan hawanya yang sejuk serta lumayan terjangkau dalam segi harga, bisa mengajak keponakan2 untuk main dan melihat monyet.",4
great view,pergi ke merapi pagi2 banget pas cuaca cerah tapi tetep berkabut tapi udaranya seger banget. saat menjelang siang kabut mulai hilang berganti dengan pemandangan yang sangaaat bagus. gak yesel dibelain dingin2 dateng tapi saat siang viewnya menakjubkan.,5
Holiday,Tempatnya mempunyai pemandangan yang bagus. Sangat mengesankan jika anda sangat menyukai wisata outdoor,5
Beautifull Indonesia,"Sukaaa sama pemandangan di gunung merapi. Indahh. Ikut trip dr kantor, spot2nya cukup bagus utk melihat keindahan Indonesia.. ",4
Wisata alam di lereng Gunung Merapi...,Wisata Gunung Merapi yang terletak di daerah Yogyakarta dapat menjadi alternatif pilihan wisata...banyak obyek yang berada diarea lereng Gunung Merapi...Kaliurang yang sejuk...hotel berbintang juga ada di Kaliurang seperti hotel Persada.,4
Lava Tour,"Semakin hari semakin ada kemajuan, Alhamdulillah saya bisa bertemu dengan Mbah Putri, istri nya Mbah Maridjan yang selamat dalam letusan gunung Merapi. Ada beberapa barang yang hangus terkena lava, tapi bisa di awetkan dan menjadi objek wisata musium...",5
Lava Tour,Menikmati keindahan alam dan sekaligus mengalami sensasi offroad dengan menggunakan jeep willys serta menyaksikan bekas kedasyatan letusan gunung merapi,4
Experiencing the lava tour! Feel the nature.,"Belum pas rasanya kalau berlibur ke Jogjakarta namun tidak menyempatkan diri pergi ke Merapi. Menikmati petualangan seru menerjang medan berat menggunakan jeep, berfoto di batu alien, mengunjungi bungker kaliadem dan berbagai macam kegiatan lain siap menemani anda ketika berkunjung ke sana.Banyak paket wisata dan penyedia jasa layanan jeep dan motor trail, tinggal dipilih! ",5
Panas,"Di sarankan menggunakan jeep Yang disewakan, jalan mayoritas hancur dengan Batu Yang besar"", sangat Panas penuh dengan debu sangat di sarankan memakai masker",3
Lava Tour Merapi,"Liburan akhir tahun ke Yogyakarta saya ikut Merapi Lava Tour, dengan menyewa jeep land cruiser terbuka disana saya touring menyusuri bekas aliran lahar pasta letusan gunung Merapi, museum sisa hartaku, bunker Kaliadem, makam Mbah Maridjan dan beberapa tempat dengan kisah menarik dan menguji adrenalin saya sekeluarga 👍",5
Perjalanan yang mengesankan,"Kami menggunakan jeep, mengunjungi museum sisa harta, batu wajah, rumah mbah marijan dan kali kuning....jeep yang kami pesan untungnya sangat baik, driver bersedia menjadi juru foto dan melalui jalur alternatif untuk melihat tempat wisata lain...pemandangan sangat indah dan tidak rugi untuk dicoba...",5
gunung yang cantik,"wajib ke sini kalau main ke yogyakarta, gunungnya indah dan bagus untuk dijadikan objek foto dan penuh dengan wisatawan",5
Merapi yang mempesona,Langsung jatuh cinta dengan kemegahannya. Mulai naik menuju lereng Merapi sekitar jam 8 pagi. Syukurnya cuaca cerah jadi kami masih sempat menikmati penampakan kegagahan Merapi dengan jelas.,5
Lava Tour Merapi Yogyakarta,"Lava tour merapi ini sangat menakjubkan. Untuk lava tour ini menggunakan jeep. Asik dan menantang sekali perjalanan lava tour ini. Dengan menggunakan jeep, yang pertama saya mengunjungi Mini Museum Sisa Hartaku. Di museum ini benar-benar hasil peninggalan saat meletusnya gunung merapi pada tahun 2010. Yang kedua, saya mengunjungi batu alien. Yang ketiga, Bunker Kaliadem. Di Kaliadem ini bisa menyaksikan Merapi yang berdiri dengan gagah serta masuk ke sebuah bunker yang dibangun untuk menyelamatkan diri tatkala terjadi erupsi. Dan yang terakhir, saya mengunjungi Kali Kuning. Di kali kuning kami basah-basahan dengan kecepatan jeep yang sangat cepat. Sangat menantang dan mengasikan. Barang yang wajib dibawa itu sepatu, kamera, baju ganti, topi.",5
"Wisata Seru, Rugi klo ke yogya gak kesini","Jangan lewatkan berkunjung kesini bila ke yogya, dengan menyewa jeep, anda bisa tour ke peninggalan kejadian pasca letusan gunung merapi, melihat rumah mbah maridjan, ke musium rumah2 yg terkena dampak awan panas, melihat batu alien, wisata off road dengan jeep yg memacu adrenalin, cocok untuk yg suka berfoto di alam..",5
wisata jeep,"disini ada wisata jeep, menyusuri desa dan daerah yang pernah erupsi gunung merapi, sangat menarik buat dilihat bersama keluarga",5
Luar biasa menakjubkan,"Berkunjung ketempat ini sejatinya saya ingin memberikan suatu pengalaman buat anak bahwa gunung merapi itu sungguh saangat menakjubkan bila bisa dipandang lebih dekat dan ingin berpetualang di alam. Kebetulan saya ke tempat ini menggunakan mobil sungguh pengalaman yg mengesankan, jalur yg licin karna hujan dan sempit hanya utk 1 mobil, apabila papasan harus extra hati2. Pengalaman ini berkesan buat saya dan keluarga. Boleh dicoba seru.",5
Lava Tour Merapi,"Wisata adventure yang cukup mengasyikan...menantang...dan seru abiss..!! Menuju ke lokasi cukup mudah dari kota yogyakarta sekitar 1,5 jam..Persiapkan perlengkapan seperti masker, kaca mata karena selama wisata lava tour merapi melewati jalan2 serta daerah2 yang berdebu..Jangan khawatir jika haus atau lapar menghadang...di spot2 wisata terdapat warung2 makan yg menyajikan jajanan baik makanan ringan maupun berat...",4
"Merasakan sensasi dingin di Pasar Bubrah, Subuh hari","Hal yang paling menyenangkan dari mendaki gunung Merapi adalah sensasi dingin di subuh hari yang tak bisa dirasakan di gunung lain. serta anginnya yang berasa magis, serta lautan pasir yang ketika difoto berasa kayak naik gunung di luar negeri.",5
Tour Dengan Jeep Willys,"Sangat menyenangkan, tour ke gunung Merapi, menaikin jeep tua yang kuat dengan driver yang berpengalaman, ditambah lagi dengan mandi bersama jip di sungai setelah kita selesai tour Merapi",5
Tempat refreshing di jogja utara,"Pagi pagi paling enak jalan2 sampai ke kaliurang selain udaranya sejuk, pemandangan indah juga banyak jajanan tradisional seperti jadah tempe mbah carik",4
Gunung Gagah,"Gunung merapi merupakan gunung yang sangat gagah. Apalagi kalau cuacanya sangat cerah sekali, di kecamatan depok bisa melihat gunung merapi",5
Tempat Wajib Dikunjungi,"Gak lengkap lah, ya, kalo ke Jogja gak mampir ke sini. Seru banget, naik Jeep. Keliling bekas erupsi Gunung Merapi.",5
MENANTANG,Ke merapi tour ini betul betul sebuah tantangan yg menarik. Karena kita akan diajak menaiki jeep dan berkeliling ke tempat dulunya menjadi areal meletusnya gunung merapi. Kita akan banyak mendapatkan pengetahuan banyak ttg kejadian merapi 2010. Asik banget. Love deh pokoknya,5
Trek menantang,"Jalur menuju lokasi yang menantang adrenalin, hawa sejuk dan jangan lupa persiapkan masker untuk menghindari debu selama trek diperjalanan yang berbatu dan berpasir",5
Merapai Tak Pernah Ingkar Janji,"Kawasan merapai sudah menjadi daya tarik tersendiri ketika kita kesana, sejak meletus di tahun 2016 Banyak menyimpan misteri dengan ikon atau juga juru kunci merapi yang pada saat itu meninggal terkena letusan, ketika kesana kita disuguhi pemadangan yang indah beberapa kota terkemuka antara lain yogja, boyolali, solo, sukoharjo dan magelang. Letak yang strategis memudahkan akses untuk sampai di Gunung merapi. Untuk mendaki direkomendasi lewat selo boyolali karena jalur yang terdekat mendaki via selo, tapi kalo untuk berwisata saja dari kota jogja kita daerah kaliurang untuk menikmati pemandangan yang eksotik dan jangan sampai lewatkan mencoba Lava Tour disana akan diajak menjelajah kawasan bukti kekejaman letusan merapi.",4
Merapi Advanture,"Anakku usia 4tahun kegirangan, tidak ada rasa takut untuk jelajah merapi dengan jeep. Wisatanya rekomen untuk yang belum pernah nyobain track merapi ini.",5
Kunjungan singkat,"Sengaja saya ngga pake jip lava tour, yaa namanya jg bagpackeran, kita kliling cukup pake motor sewaan aja biar lebih nyantei, kita ke bukit Klangon, yaitu desa wisata terdekat dari puncak Merapi, masuknya gratis (gatau emang belom ada org yg nagih tiket), soalnya pagi sekali sy nyampe sana maklum kepengen liat golden sunrise, sama puncak Merapi tanpa awan & kabut",5
Adrenalin booster,Ingin melihat bagaimana sisa erupsi merapi? Silahkan booking trip merapi tour... dengan 300 sp 500 rb rupiah dengan naik jeep anda akan melihat tempat2 terdampak letusan merapi... melewati jalan curam dan datar... melewati sungai berbatu2... dengan pemandangan bentang alam yg indah dan udara yg segar. Pilih waktu pagi2 sebelum sunrise atau sore mendekati sunset... jgn lupa bawa topi dan minuman.,5
seru,cocok untuk yang suka adrenalin . kita bisa menyewa mobil jeep untuk lava tour . selain itu saat cuaca cerah kita bisa menikamati pemandangan kokohnya merapi . udara adem tapi segar membuat kita bisa lupa kepenatan kita sejenak,4
wisata gunung naik jeep yang mengasyikan,"wisata gunung naik jeep yang mengasyikan, 1 jeep isi 4 penumpang dewasa, digunscang-guncang karena jalanan gunung yang naik turun . pengalaman yang seru untuk dicoba. jangan lupa pakai topi dan masker karena untuk wisata yang dilakukan siang hari akan panas dan berdebu.",4
Wisata alam,"Tempat yang sangat bagus .Instagramable dan wajib dateng,Suasananya sejuk bgt, pokoknya wajib dtg kalau ke jogja, di jamin gak bakal nyesel 👍",5
"...berdiri diatas awan, serasa di kahyangan...",pendakian merapi lewat jalur selo. sesampai di pasar bubrah istirahat sebentar. sesudah itu jalur ekstrim menanti. tapi sepadan dengan pemandangan waktu pagi ketika sunrise. beihhhhh.....serasa di tumpukan awan putih.kita menjadi kecil dihadapan Sang Khalik....,4
Sangat mengesan kn sekali,Saya sangat gembira berada di sini sangat undah sekali... Saya sangat cinta berada d sini.. Memandangan nya sangat saya suka,5
Indahnya sang gundukan di Ujung Jogja,"Indahnya gunung ini ketika terlihat di pagi hari, dimana wujud darinya sangat jelas dan mempesona. Sehingga membuat mulut tidak habis bergetar memuji nama-Nya.",4
Lava tour offroad,"Keindahan gunung merapi dan sejarah peristiwa meletus gunung merapi di abadikan, kita dapat melihat dengan menggunakan jeep. Sekarang gunung merapi menjadi tempat wisata yang menakjubkan dengan dibantu oleh jeep untuk memudahkan wisatawan melihat dan mengamati keindahannya..",5
Gersang,"Ikut tur merapi dengan Jeep terbuka. Panaaass sekali. Kalau dipikir, kita tour diatas lahan yang sebelumnya merupakan pemukiman warga, sekarang daerah seluas itu tertutup rata oleh pasir.. :( . Pulang dari sini rambutnya jadi gimbal.. :D , karena udara dan pasirnya mungkin. tapi worth  untuk kesini, sambil mendoakan supaya tidak lagi terjadi musibah seperti letusan merapi tersebut. ",4
Merapi tak pernah ingkar janji,"Pendakian gunung merapi merupakan hal yang luar biasa, kala itu naik dan turun melalui jalur New selo. Tracking dari awal ditandai dengan jalur cor Beton hingga tanah dan batuan berpasir. Kami naik sekitar jam 22 dan sampai di camp area pasar bubrah jam 04 pagi, lalu pasang tenda dan menikmati cerah nya view gunung merbabu di depannya dan juga sekitar pasar bubrah hingga view puncak merapi. Cuaca sedang cerah walaupun angin di pasar bubrah sangat kencang namun tidak menghentikan langkah kami untuk Explore dan menikmati gunung merapi. ",5
Keindahan gunung api paling aktif di Indonesia,"Saya sudah dua kali mengunjungi wisata lava tour gunung merapi ini dan keindahan alam dari gunung merapi seakan tidak ada habisnya..Untuk operator jeep saya menggunakan Grinata Adventure, karena mereka selalu mengutamakan keselamatan dan memiliki staf yg sangat baik, ramah dan membantu dalam hal poto-poto",5
Gunung selalu menjadi tempat yang cocok untuk memanjakan mata,"Semua terlihat menawan dari atas gunung, suhu yang sejuk, pepohonan dimana-mana, akses yang mudah dicapai dari kota",5
awesome trip,my life my adventure...sebutan ini cocok dgn perjalanan kami mengitari gunung merapi dgn mengendarai zeep.kami mengunjungi desa yg terbenam akibat letusan gunung merapi.tak ada lg terlihat rmh penduduk smua rata dgn tanah.rmh yg tersisa hanya bbrp saja dan dijadikan museum dimana kita bisa melihat smua brg brg didlm rmh itu hangus akibat lahar gunung merapisetelah mengunjungj desa tersebut kami lalu mengitari sungai di kaki gunung dgn zeep yg berkecepatan tinggi.byurrr....byurrr sekujur tubuh kami basah krn cipratan air yg sangat tinggi.tetapi ank ank sangat enjoy skali dgn kegiatan ini...kenangan yg tak terlupakan..,5
1 hari sebelum erupsi,"Kami mengunjungi gunung merapi sehari sebelum erupsi tanggal 11 mei 2018. Gunung terlihat baik- baik- saja. Udara sejuk di sekitar bunker kaliadem. Gunung tertutup kabut hari itu. Disarankan memakai sepatu yang nyaman, Karena jalanan berbatu & tidak rata. Disarankan memakai topi jika ke merapi saat musim panas, Karena matahari sangat menyengat sepanjang perjalanan.",5
Never Ending,"bagaimanapun keadaan merapi diberitakan, tak pernah sekalipun kehilangan minat untuk datang kesana. Banyak wisata disekitarnya yang wajib juga dikunjungi",5
catch the sunrise,"sejak peristiwa meletusnya si gunung merapi ini, ada banyak paket wisata dengan Jeep yang ditawarkan. anda akan dijemput sekitar pukul 4 pagi, dan menunggu sampai sunrise.",4
The Magnificent Volcano,"Tiba di basecamp merapi sekitar jam 4, saya dan 2 orang teman langsung bergegas naik gunung yg indah ini. bermalam di pos 2, dan paginya lanjut trekking untuk summit ke pasar bubrah. Pasar bubrah adalah kawasan batas aman pendakian, diusahakan utk mematuhi peraturan pendakian agar tidak terjadi hal2 yg tidak diinginkan dan jangan lupa bawa sampah kembali pulang. keep the environment clean...",5
Pemandangan yang cantik dan sangat sejuk,"Liburan cantik dan irit cuma bayar parkir aja, nah kalo mau kesini mending jam 8-10 pagi supaya kabut udah turun atau sekalian subuh untuk liat sunrise.fasilitas umum seperti toilet atau parkir sangat memadai dan kalo yang bawa mobil hati2 karena jalanannya lumayan sempit dan berkelok",5
Datang ke merapi pas ada erupsi freatik,"Gunung berapi aktif ini sangat indah, sayang pas saya datang sedang ada erupsi freatik, ada hujan abu.. ",5
Erupsi,"Datang di waktu yg kurang tepat,,krn pas mau ke jogja,,gn.merapi abis erupsi,,alhasil kita dapat hujan abu vulkanik ajaaa,,gagal ke merapinya,,krn siruasinya masi kurang aman",4
Lava Tour Splash,"Excitement naik jeep lihat spot-spot merapi dari bunker, rumah mbah marijan, batu alien, sungai kuning, dll",5
Gunung merapi,"Kalau ke yogya, pasti anda akan melihat landscapr gunung merapi yang indah terutama saat matahari terbit. Gunung ini masih tercatat sebagai gunung volkano yang aktif",5
advanture,Berpetualang tour ke merapi sungguh heboh dan fun... keindahan alam yang luar biasa. Mesti dijaga kelestariannya agar tetap natural,5
Great,"Keren lah pemandangannya, liburan ke jogja gak lengkap kalau belum sempat datang ke gunung merapi yang legend ini.",5
Merapi lava tour,"Liburan ke yogyakarta tidak lengkapnya rasanya tanpa ke merapi.kami memilih ke merapi dengan mengikuti merapi lava tour dengan menggunakan jeep.  Sungguh pengalaman yang sangat seru dan menegangkan mana pada hari itu lagi hujan.  Kita mengelilingi museum merapi,  rumah mbah marijan,  bunker dan terakhir offroad di sungai.  Offroad di sungai sangat seru dan menyenangkan anak anak saya sampai sampai kami minta diputar beberapa x lagi. Benar benar liburan Keluarga yang seru dan unik dengan menggunakan merapi lava tour. ",5
