"","judul","rating","review"
"85","great view",5,"pergi ke merapi pagi banget pas cuaca cerah tapi tetep berkabut tapi udaranya seger banget saat menjelang siang kabut mulai hilang berganti dengan pemandangan yang sangaaat bagus gak yesel dibelain dingin dateng tapi saat siang viewnya menakjubkan"
"86","Holiday",5,"tempatnya mempunyai pemandangan yang bagus sangat mengesankan jika anda sangat menyukai wisata outdoor"
"87","Beautifull Indonesia",4,"sukaaa sama pemandangan di gunung merapi indahh ikut trip dr kantor spotnya cukup bagus utk melihat keindahan indonesia"
"88","Wisata alam di lereng Gunung Merapi...",4,"wisata gunung merapi yang terletak di daerah yogyakarta dapat menjadi alternatif pilihan wisatabanyak obyek yang berada diarea lereng gunung merapikaliurang yang sejukhotel berbintang juga ada di kaliurang seperti hotel persada"
"89","Lava Tour",5,"semakin hari semakin ada kemajuan alhamdulillah saya bisa bertemu dengan mbah putri istri nya mbah maridjan yang selamat dalam letusan gunung merapi ada beberapa barang yang hangus terkena lava tapi bisa di awetkan dan menjadi objek wisata musium"
"90","Lava Tour",4,"menikmati keindahan alam dan sekaligus mengalami sensasi offroad dengan menggunakan jeep willys serta menyaksikan bekas kedasyatan letusan gunung merapi"
"91","Experiencing the lava tour! Feel the nature.",5,"belum pas rasanya kalau berlibur ke jogjakarta namun tidak menyempatkan diri pergi ke merapi menikmati petualangan seru menerjang medan berat menggunakan jeep berfoto di batu alien mengunjungi bungker kaliadem dan berbagai macam kegiatan lain siap menemani anda ketika berkunjung ke sanabanyak paket wisata dan penyedia jasa layanan jeep dan motor trail tinggal dipilih"
"92","Panas",3,"di sarankan menggunakan jeep yang disewakan jalan mayoritas hancur dengan batu yang besar sangat panas penuh dengan debu sangat di sarankan memakai masker"
"93","Lava Tour Merapi",5,"liburan akhir tahun ke yogyakarta saya ikut merapi lava tour dengan menyewa jeep land cruiser terbuka disana saya touring menyusuri bekas aliran lahar pasta letusan gunung merapi museum sisa hartaku bunker kaliadem makam mbah maridjan dan beberapa tempat dengan kisah menarik dan menguji adrenalin saya sekeluarga 💵"
"94","Perjalanan yang mengesankan",5,"kami menggunakan jeep mengunjungi museum sisa harta batu wajah rumah mbah marijan dan kali kuningjeep yang kami pesan untungnya sangat baik driver bersedia menjadi juru foto dan melalui jalur alternatif untuk melihat tempat wisata lainpemandangan sangat indah dan tidak rugi untuk dicoba"
"95","gunung yang cantik",5,"wajib ke sini kalau main ke yogyakarta gunungnya indah dan bagus untuk dijadikan objek foto dan penuh dengan wisatawan"
"96","Merapi yang mempesona",5,"langsung jatuh cinta dengan kemegahannya mulai naik menuju lereng merapi sekitar jam  pagi syukurnya cuaca cerah jadi kami masih sempat menikmati penampakan kegagahan merapi dengan jelas"
"97","Lava Tour Merapi Yogyakarta",5,"lava tour merapi ini sangat menakjubkan untuk lava tour ini menggunakan jeep asik dan menantang sekali perjalanan lava tour ini dengan menggunakan jeep yang pertama saya mengunjungi mini museum sisa hartaku di museum ini benarbenar hasil peninggalan saat meletusnya gunung merapi pada tahun  yang kedua saya mengunjungi batu alien yang ketiga bunker kaliadem di kaliadem ini bisa menyaksikan merapi yang berdiri dengan gagah serta masuk ke sebuah bunker yang dibangun untuk menyelamatkan diri tatkala terjadi erupsi dan yang terakhir saya mengunjungi kali kuning di kali kuning kami basahbasahan dengan kecepatan jeep yang sangat cepat sangat menantang dan mengasikan barang yang wajib dibawa itu sepatu kamera baju ganti topi"
"98","Wisata Seru, Rugi klo ke yogya gak kesini",5,"jangan lewatkan berkunjung kesini bila ke yogya dengan menyewa jeep anda bisa tour ke peninggalan kejadian pasca letusan gunung merapi melihat rumah mbah maridjan ke musium rumah yg terkena dampak awan panas melihat batu alien wisata off road dengan jeep yg memacu adrenalin cocok untuk yg suka berfoto di alam"
"99","wisata jeep",5,"disini ada wisata jeep menyusuri desa dan daerah yang pernah erupsi gunung merapi sangat menarik buat dilihat bersama keluarga"
"100","Luar biasa menakjubkan",5,"berkunjung ketempat ini sejatinya saya ingin memberikan suatu pengalaman buat anak bahwa gunung merapi itu sungguh saangat menakjubkan bila bisa dipandang lebih dekat dan ingin berpetualang di alam kebetulan saya ke tempat ini menggunakan mobil sungguh pengalaman yg mengesankan jalur yg licin karna hujan dan sempit hanya utk  mobil apabila papasan harus extra hati pengalaman ini berkesan buat saya dan keluarga boleh dicoba seru"
"101","Lava Tour Merapi",4,"wisata adventure yang cukup mengasyikanmenantangdan seru abiss menuju ke lokasi cukup mudah dari kota yogyakarta sekitar  jampersiapkan perlengkapan seperti masker kaca mata karena selama wisata lava tour merapi melewati jalan serta daerah yang berdebujangan khawatir jika haus atau lapar menghadangdi spot wisata terdapat warung makan yg menyajikan jajanan baik makanan ringan maupun berat"
"102","Merasakan sensasi dingin di Pasar Bubrah, Subuh hari",5,"hal yang paling menyenangkan dari mendaki gunung merapi adalah sensasi dingin di subuh hari yang tak bisa dirasakan di gunung lain serta anginnya yang berasa magis serta lautan pasir yang ketika difoto berasa kayak naik gunung di luar negeri"
"103","Tour Dengan Jeep Willys",5,"sangat menyenangkan tour ke gunung merapi menaikin jeep tua yang kuat dengan driver yang berpengalaman ditambah lagi dengan mandi bersama jip di sungai setelah kita selesai tour merapi"
"104","Tempat refreshing di jogja utara",4,"pagi pagi paling enak jalan sampai ke kaliurang selain udaranya sejuk pemandangan indah juga banyak jajanan tradisional seperti jadah tempe mbah carik"
"105","Gunung Gagah",5,"gunung merapi merupakan gunung yang sangat gagah apalagi kalau cuacanya sangat cerah sekali di kecamatan depok bisa melihat gunung merapi"
"106","Tempat Wajib Dikunjungi",5,"gak lengkap lah ya kalo ke jogja gak mampir ke sini seru banget naik jeep keliling bekas erupsi gunung merapi"
"107","MENANTANG",5,"ke merapi tour ini betul betul sebuah tantangan yg menarik karena kita akan diajak menaiki jeep dan berkeliling ke tempat dulunya menjadi areal meletusnya gunung merapi kita akan banyak mendapatkan pengetahuan banyak ttg kejadian merapi  asik banget love deh pokoknya"
"108","Trek menantang",5,"jalur menuju lokasi yang menantang adrenalin hawa sejuk dan jangan lupa persiapkan masker untuk menghindari debu selama trek diperjalanan yang berbatu dan berpasir"
"109","Merapai Tak Pernah Ingkar Janji",4,"kawasan merapai sudah menjadi daya tarik tersendiri ketika kita kesana sejak meletus di tahun  banyak menyimpan misteri dengan ikon atau juga juru kunci merapi yang pada saat itu meninggal terkena letusan ketika kesana kita disuguhi pemadangan yang indah beberapa kota terkemuka antara lain yogja boyolali solo sukoharjo dan magelang letak yang strategis memudahkan akses untuk sampai di gunung merapi untuk mendaki direkomendasi lewat selo boyolali karena jalur yang terdekat mendaki via selo tapi kalo untuk berwisata saja dari kota jogja kita daerah kaliurang untuk menikmati pemandangan yang eksotik dan jangan sampai lewatkan mencoba lava tour disana akan diajak menjelajah kawasan bukti kekejaman letusan merapi"
"110","Merapi Advanture",5,"anakku usia tahun kegirangan tidak ada rasa takut untuk jelajah merapi dengan jeep wisatanya rekomen untuk yang belum pernah nyobain track merapi ini"
"111","Tempat dingin di jogja",4,"bosan dengan rutinitas sehari  capek untuk melakukan perjalanan panjang untuk liburan k gunung merapi aja jawabannya d wisata gunung merapi byk sekali tmpt wisatanya seperti tlogo putri dan taman wisata yg terletak d kaliurang nggk prlu jauh k kuar kota cukup jalan k arah merapi lewat jakal anda akan menemukan tempat yg damaitenang dan sejuk"
"112","Seru tapi cukup sekali",3,"perjalanan menuju kampung di gunung merapi menjadi petualangan yang cukup seru tapi karena obyek wisata yang cukup terbatas menjadikan petualangan tersebut tidak cukup menarik untuk diulang lagi"
"113","Merapi",4,"jika anda menyukai alam pegunungan merapi menjadi pilihan yang tepat untuk menikmati alam berolahraga dan menghirup udara segar ada banyak pilihan lokasi wisata di sekitarnya juga"
"114","Wisata alam",4,"kalo yg suka alam wajib nih dateng ke siniselain sejuk udaranyajuga bisa lihat bekas letusan gunung merapi naik jeep keliling sekitar nya🜯🜯"
"115","Perjalanan seru berbatu-batu",4,"seru perjalanan ke merapi ditempuh dengan menggunakan jeep dari desa umbul harjo menyewa jeep dari komunitaa jeep untuk perjalanan sampai ke bunker kaliadem sekitar  jam perjalanan dengan biaya  per jeep muat  orang driver nya cakap mengendarai jeep di jalan berbatubatu dan sekaligus jadi guideberangkat pagi biar ga kepanasan di atas akhir pekan banyak yang berjualan makanan dan suvenir tp lebih nyaman di hari biasa tidak terlalu ramai siap bawa masker karena berdebu dan jas hujan buat main air di kali gendol seru abis basahbasahan jangan lupa bawa baju ganti"
"116","Trip Gunung Merapi",5,"tempat yang sangat kereeeeeen udara segar banyak penginapan nyaman cocok untuk yang suka trip banyak penyewaan hardtop untuk berkeliling sekitar wisata merapi perjalanan yang menyenangkan dengan orangorang yang ramah"
"117","Gunung Merapi yang Indah",5,"saya berkunjung ke kawasan gunung merapi pada tanggal  juli  walaupun tidak menjelajah sampai ke atas rasanya sudah sangat luar biasa saya hanya duduk dan menikmati minuman hangat yang banyak dijual di warungwarung sekitar parkir mobil disana banyak persewan mobilmotor offroad untuk menjelajah sampai di kaki gunung"
"118","jadi tuh guys",4,"kemaren pas ane kesana dalam rangka mendakit bareng temen temen pengalaman yang unik dan menyenangkan"
"119","menikmati sunrise dari pasar bubrah",5,"ketika sy mendaki gunung merapi bulan juli via new selo saya dibuat tkewalahan dengan medanya yang cukup menguras tenaga waktu itu sy bersama teman dari jogja mendaki pada malam hari pemandangan cukup indah karna bisa melihat kerlapkerlip lampu desa selo indah seperti melihat kelompok kunangkunang sekitar pukul  sy sudah sampai di pos pasar bubrah dan disinilah sy bersama para pendaki lainya menantikan datangnya matahari ternyata tak siasia perjuangan sy untuk sampai di tempat sy berdiri karna dari sini sy dapae melihat indahnya matahari terbit berkilauwan warnanya seperti emas dan dibawahnya kabur mulai menjalar di hutanhutan yang sekilas kalau sy lihat tampak seperti ombak di tepi pantai yang menggulung sy tidak akan pernah lupa momen berharga ini"
"120","Merapi Tur",5,"cukup membayar tiket masuk wilayah merapi  dan anda akan mengunjungi semua destinasi destinasi yang ada di kawasan gunung merapi setiap destinasi perlu diketahui bahwa memiliki tiket tersendiri pula jadi siapkan uang dan tenaga untuk bisa explore semua kawasan wisata di bawah gunung merapi ini"
"121","Pendakian Gunung Dahsyat di Jogjakarta !!",5,"pendakian gunung merapi dimulai didaerah boyolali tepatnya di pos new selo perjalanan bisa menggunakan kendaraan pribadi atau angkutan umum sampai di desa selo basecamp di awali dengan simaksi dan perbekalan yang harus dipersiapkan semaksimal mungkin dan perlu diketahui di gunung merapi tidak terdapat sumber mata air maka bawalah air sesuai dengan kebutuhan dan seberapa lama kalian di gunung ini jarak dari basecamp ke pintu masuk saja sudah sangat menohok jauhnya jadi perlu diperhatikan olahraga minimal  minggu sebelum perjalanan dimulai agar perjalanan aman hindari pendakian dimusim hujan dikarenakan trek merupakan jalur air yang amat licin dan curam dan dipastikan kalian dalam keadaan sehat dan makan cukup selama pendakian dikarenakan trek yang sangat menantang dibutuhkan konsentrasi ekstra karena kanan kiri jalur adalah jurang perjalan dari basecamp sampai pasar bubrah bila ditempuh santai dan cuaca baik bisa ditempuh maksimal  jam perjalanan hindari pendakian hingga puncak garuda karena trek sangat licin dan sering turun kabut ini akan mengganggu konsentrasi dan keberanian kalian menurut saya sampai di puncak alias bibir kawah gunung merapi saja sudah membuat kaki saya gemetar karena kawah yg super wow dalamnya dan kabut yang selalu menutupi kawah membuat misterius bagi perempuan mohon pertimbangkan pendakian jangan dilakukan saat menstruasi dikarenakan mistis disini cukup kuat dan terdapat beberapa hal diluar nalar yang saya alami mohon diperhatikan jangan berbicara yang kurang sopan mengeluh atau melamun bawa pulang sampahmu dan jangan tinggalkan apapun selain jejak kaki di gunung indah penuh kedahsyatan ini"
"122","Liburan",4,"tempat yang wajib dikunjungi kalau mampir ke yogyakartakami naik jeep naik ke merapi mengunjungi museum tempat dimana ada barang bekas dulu terkena letusan gunung merapikami juga melewati kuburan masal korban letusan gunung merapiliburan yang seru dan menyenangkanrecomended ya 🝰🝰🝰"
"123","Subhanallah Keren...",4,"subhanallah pemandangannya sangat indah jika berkunjung ke kalitalang bisa lihat gunung merapi lebih dekat"
"124","Tour untuk Mengenal Kedahsyatan Gunung Berapi",4,"gunung ini sangat terkenal karena sering erupsi dan tidak sedikit yang menjadi korban kedahsyatan erupsinya kini dijadikan sumber berkah bagi warganya dengan menyediakan jasa tour dikenal dengan nama lava tour kita bisa melihat dampak dari erupsi gunung merapi disertai tour offroad menggunakan jeep yang bisa memacu adrenaline butuh stamina dan persiapan yang baik karena hujan dapat turun sewaktuwaktu"
"125","Seru",4,"sewa jeep disanaseru hanya hrus hati bila duduk dibelakang dan ada palang besi disamping kitakrn jalannya goyang saya terbentur cukup kencangsaran pake masker dan sunblockcari jeep yg mantapjgn lht hargakrn safety go first"
"126","Merapi nan exotic",5,"sangat menawan dipagi harikebesaran sang pencipta untuk yogyakartadengan kesegaran dan kesejukanya membuat ingin selalu berkunjung kesanaapalagi sekarang banyak  dibuka lokasi wisata keluarga di area sana"
"127","Tour merapi",4,"sewa jeep seharga  ribu kita akan diajak berkeliling lereng merapiserta menikmati pemandangannya yang indahkita juga akan dibawa ke petilasan sang penjaga merapi mbah marijanjalanan dipenuhi bebatuan jadi siap aja pantat sakit semua waktu naek jeephehehehejangan kuatir semua terbayar dengan indahnya lereng merapikarena merapi memang tak pernah ingkar janji"
"128","Selalu bikin kangen",5,"tiap sisi kaki gunung merapi ini sellu menarik buat saya mulai dari new selo  cangkringan atau pun ndeles selalu bikin saya takjub melihat keindahan merapi jalur pendakian yang disarankan via new selo dan berakhir di pasar bubrah aja"
"129","Pesona Merapi.",5,"walaupun cuma sampe pasar bubrah nggak nyesel muncak ke salah satu gunung berapi teraktif di dunia ini track yang menantang pemandangannya yang menawan cocok buat kamu yang suka petualangan"
